text,class
"اما الدكتور بتاعنا حبيب الملايين فذهب بدعوة بتاا"" على رغبتهم هم !! يعمى هم من طلبوا ذلك!!",egypt
أولا : مبروك للزمالك و موفقة في البظولة العالمية ثانبا : أظن النتيجة 28/27 تدل على أن المقابلة كانت متكافئة و شرسة و ليس هناك ما يجعلنا نستحي ثالثا : على قولك بلطجية و سفاحين و حرامية أقول لك شفت البارح ماجرى بين الزمالك و الشرطة من ضرب و بلطجة و شتم و الخلاصة هي أن الرد على الأحمق السكوت عنه و أخيرا مبروك للزمالك,egypt
قال بلي غدي يصيفط لينا لحوايج,morocco
وين راح تلقايه أصلا اللحم تاع لحصان,algeria
ماشي تسمحي لي ياعمري,egypt
قاطعوا قناة العهر و الفسوق يا قوم,tunisia
يعني كي نكونوا في الدارنيي أوموان نكونوا ألاز خلاه و نقدروا نديروا رفيزيون,algeria
اه بصح من الممكن هي تكون كتسنها صافي,morocco
لمين معلم يبقى ديما معلم,tunisia
ايه أكتبل ي الفيكس هيا أملي أملي أو راح يكتبهولي,algeria
قال ليها هو لا,morocco
إيه سليمة الليامات هدي كامل وانا نوجد في روحي,algeria
من بكري مشنا وحدنا,algeria
ماستار برك,algeria
يعطيك الصحة و انت بالامثل,tunisia
قلت لها هادي تاع الحج,algeria
ياريت تعملها وماترجعش في كلامك,egypt
أروزما مكانش ابﺮاي على قﺪ زهري,algeria
حنا هادا قالو ﯾجوزو في الجامعة تاع الطارف,algeria
بشتاق جدا لكلامك و بدور عليكى فى كل اخبار الشرفاء عشان اضحك و اشرب سجارة بمزاج,egypt
في أمان الله آ بلادي,morocco
للاسف لن نتقدم ابدا طالما هناك اناس يقفون وراء الباطل لماذا نخبى الحقائق ؟ولمصلحة من؟ يجب على المخطىء أن يعاقبا حتى لاتتكرر مثل هذه الاحداث اما بالنسبة للابراهيم حسن وما فعله فمش جديد عليه ولو معملشى كدا مش يبقى ابراهيم يذهب الى غرفة الحكام ويجلس امام الغرفة منتظر خروج الحكم ليضربه فيه بعد كدا فجر لهم حق أولاد حسن يعملوا اكثر من كدا طالما هناك أمثال أيمن يونس بيدافع عنهم واتمنى من قناة مدرن الا تستضيف هذا الشخص للتحليل فيها اذا ارادت ان تحافظ على شعبيتها.,egypt
مايأمرش,egypt
وعايزين الكرة حالها ينصلح في مصر,egypt
كيفاه تروة حيوانية,algeria
"برافو جعفور""",tunisia
جات من ورايا جوايه الواحدة,algeria
عار عليك ايها الابله .  لوطي و يدعي بالإسلام و يقول حريه شخصية  fk you,tunisia
بصح الجرح لي في راسي ما براش,algeria
راني نهدر باش نوروجستري المهم أنا نهدر لاتية بيه يلبس حتى شكارة,algeria
واعرة باش تصيبوها بالصح حوسو عليها باش تهدرو,algeria
محلاها تستأهل اكثر اما مبروك عليها,tunisia
الله معاك يادكتور ومن قلبي صدقني بصليلك انك تكون اداه قوية لتغير هذا الوطن الجميل الذي تلوث ورائحة تلوث الفساد الذي فيه ذادت علي اخرها,egypt
ممثلة باهية,tunisia
لي تروحي بيها,algeria
و ﻧقﻌﺪو قﺪام اشوفاج و نجيبوه و نوكلوه بالكسرة مطلوع,algeria
يقولوها على الناس اللي ناقصة فهامة ، الحمار عنده بردعة تشبه لزوج كراطب والحمار في القصبة يرفدو بيه الزبل,algeria
معلش نسيت اقول حاجه,egypt
شعرها طويل قصيرة و غليضة,morocco
ما نعرف قول,algeria
أنا الكلاب نموت منهم لوكان يعود حتى صغير قاع نخاف منه,algeria
قعدت مع الشيروجيان اللي راح يدير لي لوبيراسيون,algeria
خد هدشي غدي يحفضك,morocco
لاأدعو إلى مقاطعة هاته القناة فقط إنما جميع قنواتنا فيها نفس السموم من إشاعة الفاحشة و الرذيلة والإلحاد والكفر في بعض الأحيان فاتقوا الله في دينكم وإولادكم وأزواجكم وأمهاتكم . أيعقل من مسلم أن يترك هاته السموم في منزله ؟؟ والله الذي لا إله إلا هو سيسأل كل منا  .أسأل الله الهداية لي ولكم,tunisia
أها كان معول يحطك انت عند اﻟقارقﻮتي و حنا نروحو للريستورن,algeria
صح وشبيهم يتمسخرو,algeria
قاعد يكبس في رحو و هوة كي تافشة و حيد اصلع و بهيم حشاكم,tunisia
طحين و دخان,tunisia
ومش هايفرق الدعوة من طلاب الاخوان او من طلاب 6 ابريل او حتى من طلاب الحزب الوطني المهم انه يوم الحريات,egypt
يا عم نور انت فنان كبير برشا وغناياتك يعجبوني.ان شاء الله من حسن الى احسن,tunisia
قﻌﺖ نسنا فيك,algeria
هكدا يوليو عندنا جوج دوكمون,morocco
دوك وين فهمت واش تقصدي,algeria
نعم بسم الله الرحمن الرحيم تفاجأت,morocco
آني رايح نعملها مالادي,algeria
يعطيك نقطة ياهجورة دمك عسل والله ضحكت من قلبي,tunisia
و خويا الصغيهو لي متكلف بشري حوايج الدار من مول الحانوت و شي حوايج وحد اخرة بحال سير و أجي,morocco
مندس و فاضح روحو ما فهمتش اش يعمل معاك يا امين  مثال للمخترقين,tunisia
من بعد نولي أستادة,morocco
معيطاتش غنية,morocco
أيا برك أ خولة كمية برك أقﻌﺪي معانا,algeria
لازم كريمة,algeria
سقسيه سقسيه كاين قهوة,algeria
مازلتو يا اعلام الماخور تمضغو و تعاودو في لوبانة الملاهط و هلاشكال المسخة راكم فضحتونا و ضحكتو علينا الي يسوا و ما يسواش يا طحانة ينعل بوكم و بو قناتكم وبو تونس معاكم و الحمد لله علي نعمة الغربة,tunisia
هادا النيميرو تاع الفيكس هادا و قلت لك عيطت لكريمة دوك قلتلها قولي لماماك راكي معروضة قالتلي ايه لوسات و فرات,algeria
سلام,morocco
هو أكاك و هي قلباتو طاح في لارض و هربت تجري قعدو ولادها حكموهم صيدوهم وحايد خرين,algeria
أدا يسرب لادا,algeria
حقا تقدروا تعيطوا لي في جيزي و في موبليس,algeria
خلاص بقى,egypt
منافق  -_-,tunisia
ضيف غير مرغوووووووووب فيه,tunisia
وبعدين يروحو يبنوا فيها حديقه,egypt
تسنا شويت أنا متنعرفش نكتب,morocco
اه الطوموبيل الحمرة,morocco
علشان حاجة واحدة وياريت يسمعها كل جزائرى التصنيف الدولى بيقول مصر 14 على مستوى العالم والجزائر ال27 على العالم واطن ان دة رد لكل واحد مش فاهم علشان يفهمها,egypt
أحمق,tunisia
طيب ليه مش قادرة ؟؟,egypt
هاداك الغنى كيما نقولو في الميليو تاع الفن حمار السوق,algeria
العام الجاي انشالله,algeria
اسئلوكل الناس من اجدع ناس هم الشباب اللى مبيفكرش فى الصلاة ولا البنات اللى بقت تعاكس الاولاد ولا ايه شششششكرا يا جماعه على الاسلوب السيىء اللى عبرتوا باعجابكوا للموغنى انشاء الله هتبقو وائه يوم القيامه,egypt
امسط مالمساطة,tunisia
وخد معاك اخوك وبالمرة مرتضى منصور وولدة وامثالكم والبلد اللى تودى,egypt
تمنميا و خمسين برك و لوخر لقصير النتشة لي مام بﺎ قﺪي تسعميا و عشرين,algeria
وعلاش يعني,algeria
مثل جارة سرحان عبدالبصير متعوده دايماً.,egypt
و نت اش درتي مع الموئطر ديلك كلشي مزيان,morocco
وستكون رحله الاسطول رحله غناء ومتعه وسيهتف الاشخاص الذين على الاسطول (بص شوف هيفا بتعمل ايه ) وسيهتف البعض الاخر ( انزل يا جميل على غزه مالك طالع بالعالي ),egypt
