text,class
mchina?,morocco
ana daba kan3ich m3a khoya,morocco
wakha.,morocco
kay3jbni bzzaf.,morocco
daba kaydowwez bzzaf tlwe9t fddar,morocco
3Tes bjje8d,morocco
8ad lm9eSS kay9eTTe3 mzyan,morocco
Merg barcha,tunisia
"fekkertini, kantmenna matkonch 3rDti 3la Rachid.",morocco
9TTe3 b lm9eSS,morocco
ana tjemmedt,morocco
kanDn tzawjo,morocco
daba n8zzha,morocco
man9derch ngoul,morocco
lli ballik,morocco
fin khddam,morocco
fiyya l7boub f wej8i,morocco
M3alm,tunisia
Yesr nife9,tunisia
achno lmochkil?,morocco
louled jawokom a7la jawo . bravo,tunisia
chkon ghadi nsowl?,morocco
Abda3ta,tunisia
3endi joj monikat,morocco
a7san nokta,morocco
Jafour bravou chabou lik,tunisia
o achnahiya lkhodra lighadi ta3tiha lhad l7ot?,morocco
"iwa a Douaa, kidayra lyouma",morocco
Masset y'a nami :D,tunisia
lmontakhab rbe7,morocco
mcha l met7ef,morocco
kan labs Terbouch f l7mer,morocco
mamsmo7ch lia nsrbi nnas li skranin,morocco
kan7es bchi7ja mn ji8tek,morocco
dima ghadi tl9ani khddam,morocco
"ayeh, sir 3ellah, njerbo!",morocco
mn b3d ghatjm3 7wayjek otmchi had llila.,morocco
rah 7bas bin liTajat.,morocco
M3afta,tunisia
7it bghiti nit t7reg sbrdiltek.,morocco
frmaj mchwi mSno3 f Vosges.,morocco
mc ok,tunisia
sokar?,morocco
Brabi ma3adech tjibouh hel jaheeeel,tunisia
deghya kber,morocco
chi wri9a l 9niTra laykhllik,morocco
jawek a7la jaw,tunisia
maset,tunisia
ma7leeehom,tunisia
nta moberziT,morocco
8ad l9iSSa fchichkel,morocco
bgha ykoun naje7,morocco
hadik mdrasa mzyana,morocco
kantmnna lik 7ayat zawjiyya sa3ida,morocco
ghadi ibddlo lik ra2yk,morocco
"blmonasaba, kantmnna tkon ma3rdtich 3la Ihsan.",morocco
8adchi tkharbi9,morocco
t3TTelti lyom tani. chno l3odr dyalk lyom?,morocco
kantmana t3raf dir dakchi brassak,morocco
walakin 39l... ala kna sghar ozwnin... 7na daba kbar,morocco
achmn dissir bghiti?,morocco
mazal mawSl 7ta dhar omazal mabdit ga3,morocco
bravo wasel,tunisia
tmnya t lktouba,morocco
daba nrj3 mn b3d,morocco
khlina ghir nb9aw f rock,morocco
mamstoooo,tunisia
toop 3ajbatni bazeffffff,tunisia
ddi sansour l liTaj wahd,morocco
Masetttttttttttt,tunisia
kan mn dawa3i soror dyali anani ntna9ch m3ak,morocco
blhi t1b3 hamza bagouli raw hblni kol youm yosref foug 100 dt mouch y5dem,tunisia
"ana talf f lghaba, ma3raftch ach w9a3",morocco
walakin ghir ila makantch atjib m3aha lkelb dialha.,morocco
ma3reftch 3lach chi nass charfin dima khasshom yngro o ytchekkaw bezzaf,morocco
To9tel,tunisia
"khddem l contour, 3afak.",morocco
mat9alle9ch.,morocco
o 3ndi atay!,morocco
l3awd 7ayawn ra9i,morocco
a7la moussalsel w a7la awled moufida,tunisia
fkkar tani,morocco
8owwa briTani,morocco
"nchoufouk men daba simana, ntmenna lkhdma dialk tkoun meziana!",morocco
lkamyowat i9dro ikono asli7a 9atila,morocco
wach 3ndk Sa7btk?,morocco
"l2amr m3a9ad 3andi, rah dart ghir l2adab tal daba safi",morocco
za77 sa5fetni hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,tunisia
m3alem ja3four lghali je t aime,tunisia
MASET!,tunisia
ma3ndich 7tta diyyana,morocco
chno ghadi ndir bla wdan mat3atfa mnin nrja3 ldar,morocco
walid etounsi tounsi w 3lih leklem,tunisia
"lla, flghda.",morocco
wlh tho7ka 3almiya hhh,tunisia
ah darori.,morocco
nnhar bda,morocco
7ram 3likom wllh mat9adrouch pfffff,tunisia
mostawa na9eS,morocco
idan ana howa li kay3Ti nnasa2i7.,morocco
chi nas makay3rfonich,morocco
mat3rafch mnin jat l9iSSa,morocco
kaygolo anani chwia radikali.,morocco
kharj m3a S7abi,morocco
ili y3awen ithalem rabi ysaltah 3leh,tunisia
ma7leh barhoum,tunisia
ana kant3ellem TTalyaniyya,morocco
kherjou lmoudakkirat dyalkoum,morocco
a333 mamsatha,tunisia
nour <3,tunisia
mamsatha,tunisia
"bikhir hamdollah, jawni bezzaf dial sokkan mrad",morocco
o hadchi ghadi ikon chwia machi monasib,morocco
"9ahwa b skkar, chokran",morocco
walh chab3a tha7ak,tunisia
Bravo toutou hhhhhh,tunisia
7out 3lik,tunisia
ba3d lmacha mn Tri9,morocco
wach hadi hya lmra lwla li katkon fiha f tyara?,morocco
Chay hetha 7ram w le5er i9olek 3malna thawra 3ala 5ater dimo9ratiya mala bled kifech walet (mostawayet) tfffffo,tunisia
ta9afat jdida,morocco
ana kantfham mzyan,morocco
7nin w 9albou kbir,tunisia
hanen chograni 3awra 3awra 3awra,tunisia
ana 8na bach nchoufk 7it makanf8emch ach kayo93 lia,morocco
kay3arfoni mzyan,morocco
"wakha, kanftarad bli imkan lina nstakhdmo lportabl b7al dow",morocco
hia kber menni,morocco
ana far7an 9drt n3awn,morocco
m7lekom,tunisia
3lach ma3ndhoumch Scottish whiskey?,morocco
bghit nrta7,morocco
Bravo amin,tunisia
wach 3ndak chi fikra 3la fin ghadi?,morocco
ghanzid,morocco
wach f8emti chnou kan9Sed?,morocco
anchofk mn b3d o gollia ach l9iti,morocco
ana 3ndi amal annak ghat3awenni,morocco
imkan lina nblaniw bach nb9a nt3cha m3akom,morocco
wlhh karim akther wehed yesthaqha bravoooo kimono,tunisia
mod8ich,morocco
achno lmawdo3at likatban lik mofida?,morocco
meziana!,morocco
tawfir bzaf dyal lmakla kaykhali kolchi m399d ktr,morocco
wach 39elti?,morocco
nta 9aSe7 bezzaf,morocco
wach nta bikhir a 7abibi?,morocco
imta ghatsali l9raya?,morocco
o atay dyal babonj 9bal n3as,morocco
rah l3id milad dyalk,morocco
'sa7bi' hahahaha,morocco
3achra d9aya9,morocco
Cha5chou5 m3allem.,tunisia
walakin mkan3raf 3liha walo,morocco
makanloumekch.,morocco
lkhoDra ghaliya,morocco
bghit nchri wahd la carte dyal tilifon 3afak.,morocco
Rabi m3ek,tunisia
wach machi mouchkil n9aT3ek?,morocco
wakha nzid chi bou3wid tahoa?,morocco
khlina nchofo wach kay3jabhom lkhobz lbyad wla l9a8wi,morocco
kolchi kaybghi dalafin,morocco
3la brra dyal loTil,morocco
3ndk l7e99.,morocco
ghadi tmchi bzarba otb9a ani9a!,morocco
hadchi m39ol,morocco
Mas9tha touz fik,tunisia
"sma7 liya, chamal dyal Asfi",morocco
wach kat3raf chi maT3am indonisi?,morocco
jem3ou l2adawat dyalkoum,morocco
bach tkon Sari7...,morocco
imken lina nmchiw nchoufou ach kaydir dak sinjab tmma,morocco
kayballia ghan8Der m3a lmoudir 3liha.,morocco
Akthaer i3lemi jeri2,tunisia
mnin tkemmel ga3 lkhoTowat,morocco
ghadi nfakar fl9a2ima dyal Dyaf,morocco
chnw i7sesek ki y9olek 3abd hakka a ce point ya5i mat7esouch w t7ebou tajr7ou nes b ay tari9a,tunisia
"m3a dik 100 drhem lli b9at lik fl compte bo7dha, tana hadchi lli tantmenna lik",morocco
"bnisba llmosi9a, gaddit wahd lista li kanDenn ghat3jbkom",morocco
wach katghrob mn dik jjiha?,morocco
fikra zwina,morocco
a7la jaa3four dima mnawer,tunisia
khaSni nchri serwal jdid,morocco
3ndi ltizam 2akhor,morocco
hadi t9dr tkon taarikhia,morocco
"ah, drayfa",morocco
ma3ndi tta chi batri,morocco
9a9dr hir tekka f chamch o t8adn,morocco
7it t7rek bla matchof m3a jar7a frakba makatbanch bli fikra mazyana.,morocco
hadchi 3adi w tta haja makat9elle9,morocco
ssimana li dazet,morocco
wach wldek 8na?,morocco
kaDDerni lme3da,morocco
ayeh lay7fdek.,morocco
m3alem weld djiba,tunisia
wach kat3raf bach kaytsmma,morocco
mch nrml htfla wlhi t3rf t9ld htla,tunisia
kanchreb l7rira,morocco
"fach kanchouf lkhDr, kanchof l7mer tahoa",morocco
f7ali f7alk,morocco
khle3tini,morocco
Masst i3ayef,tunisia
hadchi mohim bzaf,morocco
mekva firayeux itheb ala flous yeki tahet bikaleb hhhhhhhhh,tunisia
ma3mmrni,morocco
9bel matjerrebo,morocco
M'en a7sen ma3dna fi tounis w tsta7a9 adwar akber m'en liga3da ta3mlhoum,tunisia
Maset laset :(,tunisia
"o men fo9 hadchi, Darbni lberd bezzaf, idan 7sen lia ngheTTi rassi.",morocco
kantmana tkon chi djaja lrba7,morocco
rah bdaw taybniw l3ach dyalhom,morocco
9isa chayi9a bzaf,morocco
hadchi ghali bzzaf,morocco
dir je8dek,morocco
Yfata9 nmout 3lik y'a kafon,tunisia
wach fTerti?,morocco
tomobil tSawbat,morocco
wa9ila bgha ykhrej mn lkhedma,morocco
ana bssa7 bghit nkhroj chwiya.,morocco
"La, 3ndna tadakir ya 7biba",morocco
tan8Der 3la lmoudir dyal lmSla7a dyali,morocco
daba lmosi9a?,morocco
sidna rabi wna7na 3bedou 3ined trabelssib3endou l7a9 ken ynikilkom fi omkom,tunisia
mchit l7adi9at l7ayawanat,morocco
imkn njm3oh m3a laglas,morocco
hadchi momkin ikon motir.,morocco
kayde99 f lbab,morocco
A7la 7al9a,tunisia
BRAVOOOO LILLA,tunisia
b7alo,morocco
wach 3ndak chi afkar?,morocco
nta 7me9,morocco
Tha3leb,tunisia
ana tkherrejt,morocco
walakin daba hadik Anya katban lia hia lli wellat batched had lblaSSSa,morocco
ma3ndi mandir bl aghani dial ddrari SSghar,morocco
b9a tdiro dima,morocco
wach fik l7asasia dyal chi haja?,morocco
Mamstouuu kadech tharbou fi rouhi,tunisia
daba goliya ch7al o nta Tayab mobtadi2?,morocco
l7lib wla 7ameD,morocco
kan3raf bzaf dyal lbiran lit9dar tsta9bl 30 wahd,morocco
o yallah lesse9 ydi f tbla fl7issa dial tafatto7 lfanni,morocco
jtima3 mzyan had sbah,morocco
8owwa 3eD f tteffa7a,morocco
kanchejj3ek,morocco
nchofak ghdda,morocco
tharra7touh w taya7toulou 9adrou ...,tunisia
hada howa?,morocco
wach ma7chemtich?,morocco
kayballia khssni nchouf chi Tbib,morocco
3jbatni tte9Ti3a dyalk,morocco
la hania,morocco
Pffff y5awefff,tunisia
mn Toro9 lmomtaza bach n7asno 3ala9at lkhadma hoa tanDim li9a2 machi rasmi,morocco
wach Teyeb l 3cha?,morocco
"wakha, ghadi na3tik 15 d9i9a khra m3a ikhtisasi l ansab",morocco
ya lotfi 3ebdeli ya mnayek jayebha thamer w 4achech fel klem hhhhhhh mala 9a7boun w yeser mast rak,tunisia
may9derch ytsnna mazal,morocco
ma3ndich m3a n8ar ttnin,morocco
"la, matan7essch brasi jtima3i ola wat9 mn nfsi fost nnas",morocco
aykhsna nrj3o ldar,morocco
wach mtebbe3 m3aya?,morocco
bghit nmchi f7alli,morocco
"ok, rah wrrekt 3lih o makanch SSot. njerrebo lghwat?",morocco
bla 7lib!,morocco
ina wa7d nekhtar?,morocco
chefti?,morocco
mt8Derch f3ibad lla8,morocco
sm7liya ch7al hadi mamchit 3ndo.,morocco
"ghadi ykon, kanwa3dak",morocco
3alemi,tunisia
wiiiiiiw from kuwait,tunisia
"sma7 liya, walakin dak lkalb machi dyali",morocco
7na f 2aman!,morocco
khssni nSbben 7wayji,morocco
bech7al katkhelleS lwifi?,morocco
Ja3four #Ma7lek,tunisia
rkhef 3la rasek,morocco
khti ghatzewej,morocco
Miboun,tunisia
matchri8ch,morocco
achno kaykhasak dir?,morocco
chokran 3la l2ittiSal,morocco
ghan3tabrha ah.,morocco
howa 3ziz 3lih l3aSir walakin makay7mlch l7lib,morocco
kariiiiiiimmmmmmm,tunisia
lme9la skhouna,morocco
Ayeh a moulay,morocco
kant mra charfa masm3at walo o madart 7ta Sda3,morocco
ktabt 3la anwa3 lma3lomat likhass8a tsjjel,morocco
ana kantsnna lbSla.,morocco
howwa Twil,morocco
khti SSghira,morocco
khasna namchiw moda twila chwiya 3la Tol lbirka o nTl3o m3a lwad chi myat mitro,morocco
wakha ana mchowech chwiya 7it 3ndhom frran fTyyara,morocco
Dima mwhra,tunisia
zedti 9ferti8a,morocco
allahouma 3afina,tunisia
bghiti tDreb chi 3cha m3aya?,morocco
rah ja,morocco
Rim riehi men a7sen elmoumethlin li ref3ou etemthil n7eb n9oulek bravo wasel haka,tunisia
bravo très jolie,tunisia
ya7 ml9itch klem bch nousfha manjm n9oul ken hend sabri,tunisia
Rimz we lahas we kawed,tunisia
fin bghiti kas dyal champagne?,morocco
chouuf fdhy7kom w cheba saba7 mta3kom w mthliyin w cheb manar w w w w 5onarkom kbir ya,tunisia
cha7al 3ndek dyal lkhkhout?,morocco
hadchi kaytllef.,morocco
be33ed menni,morocco
kimma 9tar7ti,morocco
knt ghadi ntaka bach nthadan chwiya walakin knchof lmcha f droj,morocco
bessa7,morocco
o ana kan8Dr bzaf,morocco
"wach t9dar tgol bila ghadi trja3 mn los angeles, wla Tyartak t3atlat?",morocco
wach khasna nkhwiw?,morocco
nchoufouk,morocco
wiou,tunisia
a7la kafon,tunisia
Hhhhh a7la couple mouch normal ftou9 dho7ik,tunisia
yekhi bech terodouh raby,tunisia
Testehel akther m'en forsa,tunisia
ch7al t lflous 3ndk?,morocco
kanakhod8a bzaf tlmrrat,morocco
M3alem wakahaw,tunisia
kanelbes lppanTofa f DDar,morocco
"wakha, wakha.",morocco
8ad ttrikko skhon,morocco
wach 3ndk tilifonk wla magana dyalk?,morocco
kanghelli lma,morocco
Far5 miboun w maset w re5em,tunisia
tb3ni,morocco
sma7lia aykhasni ngol 7afla,morocco
Inmout 3lik y'a nour el8ali omnity nsalem 3lik rak mnawer tounes <3<3,tunisia
ghatl9a8 tmmak,morocco
nour ya m3alam wasel farah tounes w rabi m3ak,tunisia
Tfou,tunisia
nchalh labes chamleeltlk chtkaraha makhyb mant9eek,tunisia
ty barry ma5ybik,tunisia
dyalmmn had lktab?,morocco
kber f3a2ila labas 3li8a,morocco
wach chadd chi haja 3liha?,morocco
o ila n3st kaykoun 3andi a7lam ghariba.,morocco
ghankhelleS l3cha,morocco
ne9ess mel7,tunisia
barcha fsed et wabna,tunisia
Mahakekch   rak m3alem,tunisia
massta,tunisia
t9dr tl3b8a lia ala bghiti,morocco
8adi bidaya mzyana,morocco
Masset,tunisia
redd lbal,morocco
"ah, 7na kandiroha bzaf",morocco
ml kalba mt3 za7y hethy bar a3mel 7al lirouek nathoum ely tay7ou lbled,tunisia
"walakin t9dar t8Dar m3a ostadk dyal phisique, ila kanti m8tam",morocco
jiti zwin,morocco
wach atrja3 mn l3otla?,morocco
ach wa93?,morocco
kan3ich f 9aTar,morocco
3reft.,morocco
eni m3akom,tunisia
nsit lwra9 dyal na3na3,morocco
makan7emlouch,morocco
bSSa7?,morocco
kaynin 7ta l anshiTa.,morocco
fotni 3lik,morocco
khmmel bitou,morocco
hadchi 7it hwa mkhtalf 3la ay wa7d akhor,morocco
Hhhh heyl w yda7ek bravo :-P,tunisia
Bravo Walid tounsi  je t'aime bcq,tunisia
Yanis 3tani tablet f 3id miladi,morocco
achmen wahd?,morocco
ina n8ar bghiti?,morocco
walakin mazal chwia dial lblaSSa l chi chwia dial ttout ila bghiti.,morocco
Tro9an kayzll9o,morocco
kant barman chi sanawat,morocco
ana wathani chwiya,morocco
9rib ghanwled,morocco
9adhir !,tunisia
salam,morocco
N7ebha,tunisia
3ASSL,tunisia
ana nba8rt,morocco
mabghitch nmot hna,morocco
"walakin daba mnin 3raf l9owa dyalo, rah tab3 s7abati 7it homa bnat",morocco
"n9dro nmchiw ndiro tasawe9 siya7i,nchofo l atar li f lmdina!",morocco
ghaliban ghayjrriw 3lih mn lkhdma!,morocco
"Tbib ghaliban ghaygol 'la', dakchi 3lach ghadi nkhrj o nchri 9ar3a dyal lma o nkhzanha",morocco
7na bi2aman!,morocco
Bravo kilma 7a9 t9alet fi blassetha,tunisia
jbal zinine hnaya!,morocco
ila bghiti!,morocco
o ghadi ymken tchouf Tri9 wla lvilaj men lfo9.,morocco
chno smitek?,morocco
wla khaSni ngoul lli katfreD 3lihom ySaybo lik!,morocco
ttgal lia annaho maymknch nSoug,morocco
wakha t3awed 3afak?,morocco
ma3ndnach 8adchi f 2oroppa,morocco
hata any hajyt men zok omha w heni fi paris mais lwahed haw saber lin yti7 fyhom rabby hhhh,tunisia
"ana mo8ndis f informatique, o kankhdam mn dar, 7ta ana.",morocco
mamset mleyketha,tunisia
chno smyyt charika li khddam m3aha,morocco
"ah, 8na",morocco
Rajell w m3alem tounsi wakahou,tunisia
#m3allem,tunisia
daba nchoufo wach ayb9a hakka flmti7an jjay!,morocco
dor 3la lliSer,morocco
hadchi machi 3adi.,morocco
matanfhem tta zfta f TTyyarat walakin kantkhl3 kolla mrra tanTir f ssma,morocco
bghit nt3llem nTyyeb,morocco
"t9dr tmchi ila bghiti, wrj3 lia",morocco
ddo bda kaytlacha,morocco
8owwa mwelf yTeyyeb,morocco
nhathawi klb,tunisia
wach fayt chaftak 7da dik lbirka?,morocco
"m3a lil, ghadi ybrad l7al bzarba daba",morocco
tchemmecht f lb7er,morocco
"s7ab, men lfo9, b7al chi b7er dial l9Ten.",morocco
Kalib kalib kalib tmout kilkalib,tunisia
kay3jbni njme3 lkokiyyaj,morocco
naDi.,morocco
khellini nchre7,morocco
kan3raf nadarya walakin lkhawf machi dima 39lani,morocco
wach nta mn mirikan?,morocco
"achno kayn f l9a2ima lyoum, ba9i 3a9al?",morocco
A7la jaw m3a awled Moufida l7out 3lihom,tunisia
bghitek tkoun rajli,morocco
wled Sami elkaleb,tunisia
Kathir pfffff ena 5oft hhh :p,tunisia
Ma5ieb rasou hal fsala,tunisia
"lla, chokran.",morocco
"hir flmjerr lli 3la iddik limen, daba njib nnDader",morocco
ana 7amla,morocco
Ma7lehom lawled yecer y7ebou b3adhhom,tunisia
waje8 lwa9i3,morocco
enta m3aleeeem <3,tunisia
iwa daba maymkench nrta7 wana 3arfk ma rach9ach lik.,morocco
3endek zz8er,morocco
Hbeeeeeeeeeeeeel hhhhhhhh,tunisia
"walakin rah kaykhas chawya dyal lwa9t, bach trad lik lbal.",morocco
kaTeyyeb mezyan,morocco
achno w9a3 bach diro 3la dakchi?,morocco
hadi atkon akhir klma 3ndi,morocco
ch7al hadi daba bach bditi takhdhom?,morocco
bech ta7ki ezzebbi t9oul afghani mouch tounssi taw ta5rali fih ya weld 9a7ba,tunisia
Wahra  ahmed landolsi :),tunisia
wach 3andak chi afkar mo7adada?,morocco
kolchi madlem 7daya,morocco
"3afak, wach t9dar t7amar l7am lbgar flma9la o t7aTo f it7mmr bchwia",morocco
yeser mtwath3a chapeau,tunisia
"glt rrouz hi bdde7k, knt kan9Sed ddisir!",morocco
elle vit dans l ignorance totale,tunisia
Mala mostawa wssolnelou fe télé :/ 5it chay y7achem,tunisia
kan9dr nsma3 sffara dyal train dakchi 3lach khasni njri,morocco
o Tab3an rah mgadda f dar!,morocco
glt lik 9al mn mliar machi ktr mn mliar.,morocco
lflla7 semmem TTobbat,morocco
"mtwada3 o kanftakhr biha, bkol woDou7",morocco
kansken 7da lb7er,morocco
hani jay dghya,morocco
Rabi ma3k samir,tunisia
ma3rftouch,morocco
betawfi9 el3iech tounes ayen maken fi kamel tourab ejoumhouriya,tunisia
hadchi khayeb bzef o mli kt3ref hadchi makay3awnch a3sab dyali.,morocco
tebéraka allah,tunisia
3tini sac lwara9i,morocco
Masset masset masset lasset w mouch motrobi h a t a ... Taref,tunisia
m3aleem,tunisia
yallah nmchiw ncherbo atay!,morocco
tbarkallah 3lik khalit enas ta3rfek wasel rabi m3ak,tunisia
tebbe3 8ad lmara7il,morocco
"b3d lmrat kanda7ko 3la ljddat likaychrbo lbabonj, walakin ghadi ngolik wa7ad l7aja, kay3jabni",morocco
jrra 3lia mn lbiro dyalo bkhdma ktar mn 9bal!,morocco
ghanddik m3aya,morocco
hadchi i9dr ikhl9 mochkil,morocco
mamstou  gdiiiiim,tunisia
tafha,tunisia
belhi sem7ni ye5i selh mosbh much tharbo imed trabelsi 9ble hhhhhhh bari ourgdi,tunisia
Chib wl3ib,tunisia
kidayra lkhdma?,morocco
kankhtaro ghir hakak,morocco
wakha hakkak ana wSlt l wahd nnatija,morocco
"i7Sa2ian, lksayd kaytraw 3adatan fl i9la3 o lhoboT.",morocco
lmrra jjaya jib m3ak dok tsawar,morocco
kantsa2l 3lach ma9adohch bchkal mazyan 7ta ldaba,morocco
Ma7lek,tunisia
tilifon dyali mafihch rrizo,morocco
lktab rah 9rib l Tbla,morocco
liom 25 ghocht,morocco
kay7awal yfham 9isa 3a2iliya 3la lmo8rribin,morocco
ta77an,tunisia
ya9dar yji 7ta Gerard,morocco
rbe7t fl2akhir,morocco
Sade9ny tafeh w madchich 7ata gram merjoulia tfiiiih 3lik w3la lirabbak y'a farekh,tunisia
tfooh,tunisia
"fikra wa3ra, daba nbddelha.",morocco
bravo mosalsel mch 3adi ena wallah tabba3tou 3l you tube w kammaltou l bare7 mch normal 9addech fih mn variation d emotions w 9addech fih mn recherches 3la detailles sghar el epoque t3addet 20 ans les personnages t9oulech 3lia kont nchoufehom 9oddemi ch bch na7ki 3l casting l momathlin ychebbehou lel personnages elli la3bouhom awel marra guess rou7i 3ayech fi mosalsel ychabbeh lettwensa ml 7wem 3arbi m sahriet w jaw w mashakel l 7wem l 3arbi bochna9 w l equipe mte3 ennouba nasswena fi mosalsalet mfabrka ma tchabbahch lettwensa chapeau bas abddlhmid bou hna9 fannen w mnin hek l 3rayef mn hel chojra artist weld artist malgrais elfann ma yetwarethech und autre fois bon courage,tunisia
Oh biti t9Sd nkherjo?,morocco
3al a9al chi 7ad li ghadi ij88zna,morocco
Bravooo trés bien,tunisia
hada 7san,morocco
tsenna o chouf,morocco
Rabi am3akom,tunisia
khasak tbadal 39lytek,morocco
hadchi khayb!,morocco
"ghadi trja3 siamana jaya, fnafs lwa9t, fnafs lwa9t?",morocco
wach nta jdid fhad l7ay?,morocco
wach mcha 3lik TTobis?,morocco
kay3jboni l7ayawanat b7al l9ToT o lklab,morocco
"ah, 7ta ana kat3jbni had Daya m3a lbaT o lbaja3",morocco
kaybki 3la lou3ba,morocco
zin w 3iin w souut w adab,tunisia
machft tta wahd fihoum.,morocco
"hoa mtkki 3lik bzaf, bayna",morocco
la,morocco
bravo toura,tunisia
"sir, ddi m3ak joj bra8ch, n99ez, ana ghanb9a 8na",morocco
walakin klamk mam9adach,morocco
wach 3ndk dar flmghrib?,morocco
ch8er li fat,morocco
merra fnn8ar,morocco
la bghit ghir nsawal 3la anwa3 lbira li3ndak,morocco
5adam,tunisia
Hlow,tunisia
wach momkin tgadd hadi?,morocco
sm7i lia,morocco
ktab wa7d,morocco
faysooul hhhhhh wlh 9talnii b tho7ok,tunisia
makan3refch nSog,morocco
Ma7lek ama temchich tatla3 enty weld chrif,tunisia
ma3ndich llo3ab,morocco
ch7al bghiti?,morocco
Hhhhhh chab3a dho7k bsara7a bravo,tunisia
"salam, sme7 lia 3TTelt tamarin dyali",morocco
ch7al f3mar lbnitat dyalk?,morocco
magahdich ymchi l7tta blaSa,morocco
"aji, khlina ndiroha bhad Tari9a",morocco
ana maji3anch sara7a,morocco
Massatha lyoum salelm mr,tunisia
"mamt2akadch, walakin 7afla kbira m3a ga3 l2asdi9a2.",morocco
Hadi machi bedia zina l nhar,morocco
daba n3lmk,morocco
hhhh 5awfni bsara7a,tunisia
Mamsathom. T9oul. Ma3adich 3ana. Rjelle  fi tounis,tunisia
mabghit ta wa7d i derangini,morocco
makntch nfkker fiha.,morocco
wakha chokran lik bzaf,morocco
ma3endich lwe9t,morocco
wach kat3ejbek zze3loula?,morocco
hadi tlt snin o hoa f lmghrib,morocco
rah warakt 3lih walakin mazal mkant7arko.,morocco
"ghadi ykon Sdma bnsba lik, awlla la?",morocco
kan momti3 lbar7 blm39ol,morocco
chttha,morocco
Tl3 3lia b 30 dhs,morocco
mamsitha hal mandhir hethi,tunisia
wach l2aghani kano khybin bzaf?,morocco
makay3jbnich nTir ga3 fach ykon ljow khayb b7al lyouma.,morocco
